SeriesInstanceUID,Manufacturer,Split
1.3.6.1.4.1.14519.5.2.1.6279.6001.129650136453746261130135157590,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.170052181746004939527661217512,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.232071262560365924176679652948,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.898642529028521482602829374444,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.100398138793540579077826395208,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.109203031650348694844047454215,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.220596530836092324070084384692,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.114914167428485563471327801935,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.304700823314998198591652152637,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.175318131822744218104175746898,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.213854687290736562463866711534,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.106419850406056634877579573537,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.419601611032172899567156073142,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.768276876111112560631432843476,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.450501966058662668272378865145,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.220747560179730541133819705549,3,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.631047517458234322522264161877,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.801945620899034889998809817499,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.323302986710576400812869264321,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.724251104254976962355686318345,1,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.300392272203629213913702120739,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.780558315515979171413904604168,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.266009527139315622265711325223,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.259124675432205040899951626253,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.134370886216012873213579659366,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.664409965623578819357819577077,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.259453428008507791234730686014,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.116097642684124305074876564522,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.232058316950007760548968840196,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.749871569713868632259874663577,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.302134342469412607966016057827,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.771741891125176943862272696845,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.100332161840553388986847034053,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.167661207884826429102690781600,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.205174485766424333452131788504,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.112740418331256326754121315800,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.141069661700670042960678408762,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.193408384740507320589857096592,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.194440094986948071643661798326,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.332453873575389860371315979768,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.104562737760173137525888934217,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.308153138776443962077214577161,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.596908385953413160131451426904,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.215785045378334625097907422785,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.162351539386551708034407968929,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.111017101339429664883879536171,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.313756547848086902190878548835,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.148935306123327835217659769212,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.525937963993475482158828421281,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.310626494937915759224334597176,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.238522526736091851696274044574,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.184501854685844606619543150859,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.305000574633573438189782624063,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.135512138260421166189966386929,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.229860476925100292554329427970,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.126121460017257137098781143514,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.100684836163890911914061745866,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.168037818448885856452592057286,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.119515474430718803379832249911,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.265775376735520890308424143898,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.244995725416880806339898556632,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.233001470265230594739708503198,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.250481236093201801255751845296,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.306112617218006614029386065035,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.224845111941302943990256315343,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.756684168227383088294595834066,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.417815314896088956784723476543,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.946129570505893110165820050204,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.244681063194071446501270815660,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.265570697208310960298668720669,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.323426705628838942177546503237,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.179943248049071805421192715219,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.244590453955380448651329424024,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.326458819737931581200925000717,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.114218724025049818743426522343,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.105756658031515062000744821260,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.297964221542942838344351735414,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.244442540088515471945035689377,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.134638281277099121660656324702,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.771831598853841017505646275338,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.206539885154775002929031534291,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.246178337114401749164850220976,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.100530488926682752765845212286,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.309707676674808510671394142910,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.741709061958490690246385302477,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.254921765503801141457177972447,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.213262690132344539993794081003,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.249530219848512542668813996730,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.138080888843357047811238713686,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.286422846896797433168187085942,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.205993750485568250373835565680,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.208511362832825683639135205368,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.129567032250534530765928856531,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.194246472548954252250399902051,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.285926554490515269336267972830,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.404364125369979066736354549484,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.326853837126361167310734933887,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.153181766344026020914478182395,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.850739282072340578344345230132,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.138674679709964033277400089532,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.196619392240146451912217585346,3,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.111172165674661221381920536987,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.449254134266555649028108149727,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.270951128717816232360812849541,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.277662902666135640561346462196,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.329326052298830421573852261436,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.910757789941076242457816491305,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.202643836890896697853521610450,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.814122498113547115932318256859,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.385151742584074711135621089321,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.329334252028672866365623335798,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.139595277234735528205899724196,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.980362852713685276785310240144,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.121805476976020513950614465787,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.199069398344356765037879821616,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.215086589927307766627151367533,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.317613170669207528926259976488,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.185226274332527104841463955058,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.130036599816889919308975074972,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.143813757344903170810482790787,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.152706273988004688708784163325,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.152684536713461901635595118048,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.397522780537301776672854630421,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.231834776365874788440767645596,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.311236942972970815890902714604,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.670107649586205629860363487713,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.910607280658963002048724648683,1,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.245391706475696258069508046497,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.699408489230474820984000839814,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.175773779529863791864938329989,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.293593766328917170359373773080,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.133132722052053001903031735878,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.696727502904070993160975844791,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.131939324905446238286154504249,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.303494235102183795724852353824,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.213233719488315954975724605159,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.288701997968615460794642979503,3,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.286524966129599998397777745271,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.340202188094259402036602717327,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.266485463235825902797310439568,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.712472578497712558367294720243,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.166112018536246672777968137997,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.295958572786158575287945391206,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.185154482385982570363528682299,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.254254303842550572473665729969,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.229343399861261429237689489892,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.257515388956260258681136624817,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.151647338241909635299641922057,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.102962801900681595502684962582,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.207201727479884428632451006739,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.139258777898746693365877042411,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.188059920088313909273628445208,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.400871509992541458184881866614,3,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.453946099750629491201946672998,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.115689755198961598722158240121,3,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.172845185165807139298420209778,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.300693623747082239407271583452,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.258063830035095530590787548770,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.111258527162678142285870245028,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.283878926524838648426928238498,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.294188507421106424248264912111,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.231002159523969307155990628066,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.302403227435841351528721627052,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.885292267869246639232975687131,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.111496024928645603833332252962,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.292994770358625142596171316474,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.231645134739451754302647733304,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.169128136262002764211589185953,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.205523326998654833765855998037,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.312127933722985204808706697221,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.414288023902112119945238126594,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.404303213662391867606219459686,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.251204142823446211001577555181,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.109002525524522225658609808059,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.307921770358136677021532761235,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.558286136379689377915919180358,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.478062284228419671253422844986,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.608029415915051219877530734559,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.504845428620607044098514803031,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.265780642925621389994857727416,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.900182736599353600185270496549,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.212608679077007918190529579976,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.842317928015463083368074520378,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.110399334711437930497698442208,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.475325201787910087416720919680,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.276351267409869539593937734609,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.252814707117018427472206147014,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.226456162308124493341905600418,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.226564372605239604660221582288,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.195557219224169985110295082004,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.888615810685807330497715730842,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.192419869605596446455526220766,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.205113715251629496479289015582,2,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.138894439026794145866157853158,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.885168397833922082085837240429,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.170135352376311821460213875884,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.247060297988514823071467295949,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.561423049201987049884663740668,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.584871944187559733312703328980,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.297988578825170426663869669862,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.766881513533845439335142582269,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.292194861362266467652267941663,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.390009458146468860187238398197,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.144943344795414353192059796098,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.223098610241551815995595311693,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.323535944958374186208096541480,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.330643702676971528301859647742,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.897279226481700053115245043064,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.325164338773720548739146851679,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.170765551637157813497344006818,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.190144948425835566841437565646,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.296738183013079390785739615169,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.152944699527354927160275613434,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.333319057944372470283038483725,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.534083630500464995109143618896,0,test
1.3.6.1.4.1.14519.5.2.1.6279.6001.110835886706944718242055570943,2,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.304676828064484590312919543151,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.250438451287314206124484591986,0,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.302876782304722412779805665588,3,train
1.3.6.1.4.1.14519.5.2.1.6279.6001.332510758903897288735539953182,3,train
